usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-b5bf4a,S-eb1475,2024-07-17,feature_24,13,5530,0,False
U-5337c9,S-eb1475,2024-12-19,feature_33,11,3887,0,False
U-e60d0e,S-eb1475,2024-10-21,feature_17,7,4293,0,False
U-2658c3,S-eb1475,2024-06-21,feature_11,13,3249,0,False
U-65f786,S-eb1475,2024-09-05,feature_18,12,1406,1,False
U-79ac42,S-eb1475,2024-08-07,feature_32,6,2720,0,False
U-989635,S-eb1475,2024-07-06,feature_27,9,923,0,False
U-85602a,S-eb1475,2024-10-29,feature_33,12,2397,2,False
U-092059,S-eb1475,2024-07-08,feature_8,17,4127,1,False
U-c76470,S-eb1475,2024-10-02,feature_7,11,987,0,False
U-ec0215,S-e73962,2024-10-29,feature_24,15,7365,0,False
U-45d780,S-e73962,2024-12-20,feature_32,6,1588,0,False
U-abca5c,S-e73962,2024-07-26,feature_31,5,3069,0,False
U-6c66a1,S-e73962,2024-08-27,feature_5,7,1831,0,False
U-caa51c,S-e73962,2024-07-11,feature_17,10,2695,0,False
U-4afda1,S-e73962,2024-09-02,feature_39,11,4513,1,False
U-33ebbe,S-e73962,2024-07-29,feature_18,4,1170,1,False
U-755892,S-e73962,2024-08-24,feature_33,11,6624,0,False
U-fe2ba6,S-e73962,2024-10-21,feature_27,9,8397,0,False
U-d2779c,S-e73962,2024-10-11,feature_32,16,5154,1,False
U-9f807d,S-e73962,2024-10-02,feature_32,15,1407,0,False
U-ea336f,S-e73962,2024-12-22,feature_34,8,562,0,False
U-d950f2,S-e73962,2024-06-21,feature_31,11,1132,0,False
U-0ad257,S-e73962,2024-12-06,feature_8,9,7421,1,False
U-877ce5,S-e73962,2024-10-01,feature_19,9,1870,0,False
U-a08a8e,S-e73962,2024-08-13,feature_5,12,2474,1,False
U-ce3b75,S-e73962,2024-11-17,feature_18,6,1034,0,False
U-869872,S-e73962,2024-12-06,feature_18,12,4184,0,False
U-4910c2,S-e73962,2024-08-17,feature_34,15,3246,1,False
U-cb8303,S-e73962,2024-09-07,feature_24,8,842,1,False
U-d68588,S-e73962,2024-08-24,feature_25,11,2258,0,True
U-66bed1,S-e73962,2024-10-16,feature_18,14,710,0,False
U-804c02,S-e73962,2024-07-26,feature_31,6,3155,0,False
U-d2322e,S-e73962,2024-10-20,feature_2,10,6336,0,False
U-54f2f5,S-e73962,2024-07-22,feature_2,14,1593,0,False
U-15107c,S-e73962,2024-08-15,feature_25,9,2277,0,False
U-90d18c,S-e73962,2024-08-18,feature_27,17,2347,0,False
U-dbd11c,S-e73962,2024-10-08,feature_31,18,2294,0,False
U-98e1f8,S-e73962,2024-08-10,feature_2,13,1597,1,False
U-7df2ae,S-e73962,2024-08-08,feature_5,13,2011,0,False
U-773b37,S-e73962,2024-07-21,feature_8,13,3085,0,False
U-35eace,S-e73962,2024-09-13,feature_38,16,1283,0,False
U-5cb7a1,S-e73962,2024-10-06,feature_2,17,3095,0,False
U-7f9512,S-e73962,2024-07-18,feature_19,11,419,0,False
U-3952bd,S-ffc5d4,2024-04-21,feature_31,6,1108,0,False
U-fd35a2,S-ffc5d4,2024-09-24,feature_30,14,1692,0,False
U-261793,S-ffc5d4,2024-10-22,feature_3,3,929,1,False
U-2a4a0e,S-ffc5d4,2024-11-03,feature_31,7,2359,0,False
U-fa9107,S-ffc5d4,2024-03-23,feature_30,6,327,0,False
U-11481e,S-ffc5d4,2023-11-11,feature_5,4,2402,1,False
U-6832a7,S-ffc5d4,2023-11-22,feature_31,6,7292,0,False
U-415146,S-ffc5d4,2024-12-10,feature_5,6,2093,0,False
U-d62e09,S-ffc5d4,2024-09-04,feature_31,7,2729,2,False
U-ccf8a0,S-ffc5d4,2024-12-20,feature_3,6,4580,1,False
U-f97826,S-ffc5d4,2024-05-25,feature_1,10,622,1,False
U-f24409,S-ffc5d4,2024-09-12,feature_31,8,1006,0,False
U-ee4153,S-ffc5d4,2023-11-24,feature_9,12,7262,2,False
U-93d341,S-ffc5d4,2023-10-27,feature_3,10,1321,0,False
U-31e587,S-ffc5d4,2024-06-09,feature_25,4,7963,0,False
U-d12d2b,S-ffc5d4,2024-12-15,feature_22,12,4335,1,False
U-5b2af8,S-ee25b3,2023-09-27,feature_9,8,4103,1,False
U-e8546b,S-ee25b3,2024-04-16,feature_26,3,4916,1,False
U-cb011c,S-ee25b3,2024-11-19,feature_5,14,5638,0,False
U-d6ceeb,S-ee25b3,2023-06-23,feature_9,12,1071,0,False
U-5468bf,S-ee25b3,2024-03-26,feature_25,9,3153,0,True
U-889c36,S-ee25b3,2024-03-11,feature_30,3,3696,1,False
U-57a8bf,S-ee25b3,2023-11-08,feature_10,2,5637,2,False
U-f7d4a9,S-ee25b3,2023-12-17,feature_26,9,1290,2,False
U-16c6fc,S-ee25b3,2023-07-25,feature_22,10,147,0,False
U-f14b00,S-ee25b3,2024-01-07,feature_9,8,2866,4,False
U-ea65fd,S-ee25b3,2024-07-21,feature_10,5,5994,0,False
U-eb8200,S-ca3c06,2024-07-08,feature_36,8,3177,1,False
U-1517d6,S-ca3c06,2024-07-21,feature_26,9,421,0,False
U-4918c2,S-ca3c06,2024-10-26,feature_6,8,4160,1,False
U-164749,S-ca3c06,2024-11-26,feature_16,8,1131,0,False
U-6fe063,S-ca3c06,2024-11-13,feature_15,14,1276,0,False
U-6653e1,S-ca3c06,2024-11-11,feature_39,13,2857,0,False
U-87d005,S-ca3c06,2024-11-18,feature_6,15,4831,1,False
U-53e85a,S-ca3c06,2024-11-24,feature_24,3,5248,1,False
U-3b8eea,S-ca3c06,2024-11-18,feature_21,17,2793,1,False
U-ff41cd,S-ca3c06,2024-12-05,feature_39,11,3343,0,True
U-4b87df,S-ca3c06,2024-06-30,feature_6,13,3926,0,False
U-82666f,S-ca3c06,2024-09-03,feature_36,5,2839,0,False
U-40155d,S-ca3c06,2024-08-22,feature_34,10,4340,0,False
U-a6e955,S-ca3c06,2024-09-20,feature_39,8,2644,0,False
U-7bf74b,S-ca3c06,2024-09-15,feature_24,14,1596,1,False
U-aba839,S-ca3c06,2024-09-05,feature_36,7,5056,1,False
U-b1edef,S-ca3c06,2024-08-14,feature_20,11,7779,0,True
U-23710c,S-ca3c06,2024-11-16,feature_11,14,959,0,False
U-e8cfa2,S-ca3c06,2024-10-26,feature_20,5,122,0,False
U-000401,S-ca3c06,2024-07-07,feature_4,18,1934,1,False
U-c4fc40,S-ca3c06,2024-10-26,feature_20,12,1864,0,False
U-ae422f,S-ca3c06,2024-12-07,feature_6,17,5152,0,True
U-c19f94,S-ca3c06,2024-11-20,feature_20,13,1175,0,False
U-f846b3,S-20b2b1,2024-12-19,feature_30,6,4110,0,False
U-492f38,S-20b2b1,2024-04-03,feature_36,11,2338,1,False
U-5bf1c0,S-20b2b1,2024-11-15,feature_36,9,3719,0,False
U-b6cda0,S-20b2b1,2024-11-05,feature_40,14,3115,1,False
U-717eb3,S-20b2b1,2024-08-22,feature_16,8,808,0,False
U-41fa2f,S-20b2b1,2024-06-19,feature_26,8,2008,0,False
U-947785,S-20b2b1,2024-12-14,feature_40,11,2893,1,False
U-d40469,S-20b2b1,2024-09-25,feature_30,13,1010,0,False
U-79db49,S-20b2b1,2024-09-11,feature_26,3,919,1,False
U-b923dc,S-20b2b1,2024-11-04,feature_40,9,2167,0,False
U-a7ae5f,S-20b2b1,2024-10-08,feature_34,4,6055,1,False
U-30c557,S-20b2b1,2024-03-20,feature_39,8,2947,0,False
U-f6faba,S-20b2b1,2024-11-21,feature_20,6,3181,1,False
U-258e74,S-20b2b1,2024-08-08,feature_24,10,3411,0,False
U-556a97,S-20b2b1,2024-03-22,feature_12,7,1398,0,False
U-d17927,S-20b2b1,2024-06-14,feature_39,7,2385,0,False
U-a049e9,S-20b2b1,2024-07-09,feature_26,15,2049,1,False
U-dbf152,S-20b2b1,2024-05-16,feature_15,15,933,0,True
U-dbdc84,S-20b2b1,2024-11-15,feature_40,5,5290,0,False
U-63ab13,S-20b2b1,2024-03-19,feature_34,15,834,1,False
U-c2d47c,S-ef5799,2024-03-28,feature_36,10,1090,1,True
U-9d999d,S-ef5799,2024-12-04,feature_4,11,1688,0,True
U-b327a5,S-ef5799,2024-03-14,feature_39,12,4515,0,False
U-410a68,S-ef5799,2024-06-26,feature_34,11,3847,0,False
U-5b0089,S-ef5799,2024-11-26,feature_21,16,4185,1,False
U-d35c60,S-ef5799,2024-07-17,feature_8,8,3771,0,False
U-e291b3,S-ef5799,2024-11-19,feature_16,15,617,0,False
U-78d5d2,S-ef5799,2024-04-09,feature_39,18,2540,1,False
U-2fd415,S-ef5799,2024-03-26,feature_6,12,6114,0,False
U-3ef7ab,S-ef5799,2024-12-14,feature_10,7,1859,2,False
U-e670ef,S-ef5799,2024-12-30,feature_39,14,2567,0,True
U-c14f35,S-ef5799,2024-07-22,feature_4,6,5623,0,False
U-36314e,S-ef5799,2024-04-28,feature_24,7,933,0,True
U-39149e,S-ef5799,2024-09-24,feature_8,12,495,3,False
U-6573d4,S-ef5799,2024-08-17,feature_16,3,5131,0,False
U-0b479d,S-ef5799,2024-04-17,feature_12,16,6734,1,False
U-b40e51,S-ef5799,2024-08-06,feature_40,14,504,0,False
U-5b07d0,S-ef5799,2024-12-23,feature_17,7,5433,0,False
U-6a88b4,S-ef5799,2024-05-18,feature_12,12,2782,0,False
U-99676c,S-ef5799,2024-08-31,feature_17,8,1846,1,False
U-34aa47,S-ef5799,2024-05-05,feature_40,8,509,1,True
U-56eb26,S-ef5799,2024-08-27,feature_20,5,1132,0,False
U-49c6e5,S-ef5799,2024-05-04,feature_17,10,3175,0,False
U-d9cc3b,S-ef5799,2024-12-29,feature_20,10,4690,0,False
U-6f092f,S-ef5799,2024-03-10,feature_6,13,2540,1,False
U-a96ef1,S-ef5799,2024-05-06,feature_8,12,3754,1,False
U-f323e8,S-ef5799,2024-09-24,feature_34,8,2270,0,False
U-5934da,S-ef5799,2024-05-15,feature_21,12,4905,0,False
U-604c69,S-0fe782,2024-09-13,feature_17,10,1062,2,False
U-429148,S-0fe782,2024-05-05,feature_21,11,3421,0,False
U-117aa4,S-0fe782,2024-09-21,feature_30,11,307,1,False
U-4ec9d2,S-0fe782,2024-10-03,feature_4,13,3171,2,False
U-b6cf53,S-0fe782,2024-08-07,feature_8,7,1534,1,False
U-4a6538,S-0fe782,2024-09-06,feature_36,13,4565,0,False
U-6a3e9a,S-0fe782,2024-07-22,feature_8,9,1008,0,False
U-b561ba,S-0fe782,2024-07-01,feature_30,12,2678,1,False
U-ca8166,S-0fe782,2024-10-02,feature_34,11,4186,0,False
U-674187,S-0fe782,2024-07-11,feature_4,14,1995,4,False
U-ab50db,S-0fe782,2024-07-28,feature_30,11,1125,1,False
U-a7b340,S-0fe782,2024-07-03,feature_17,9,1348,1,False
U-de0a09,S-0fe782,2024-09-07,feature_16,6,2619,2,False
U-7e6b7b,S-0fe782,2024-07-13,feature_35,13,2643,3,False
U-b69793,S-0fe782,2024-08-23,feature_30,14,5655,0,False
U-41cc3d,S-0fe782,2024-05-08,feature_15,9,1277,0,False
U-0b2abb,S-0fe782,2024-05-11,feature_15,13,1910,0,False
U-a8c314,S-0fe782,2024-08-26,feature_30,14,1620,0,False
U-830132,S-0fe782,2024-09-03,feature_16,13,3431,0,False
U-946580,S-0fe782,2024-08-31,feature_40,15,1900,0,False
U-e89fd7,S-0fe782,2024-10-07,feature_39,2,4457,0,False
U-56560f,S-b8441c,2023-11-25,feature_10,13,8213,1,False
U-3094d5,S-b8441c,2024-03-21,feature_21,7,144,0,False
U-bb4c42,S-b8441c,2024-02-28,feature_21,11,3136,1,False
U-22a25d,S-b8441c,2024-06-19,feature_10,16,2809,0,False
U-9272a7,S-b8441c,2024-09-04,feature_34,11,1984,0,False
U-68fa80,S-b8441c,2024-03-06,feature_11,12,281,0,False
U-79ce84,S-b8441c,2024-10-15,feature_8,17,2099,0,False
U-971412,S-b8441c,2024-10-30,feature_20,6,966,0,False
U-4eb6bc,S-b8441c,2023-12-22,feature_40,11,5551,0,False
U-48618c,S-b8441c,2023-11-05,feature_20,10,6025,0,False
U-9315c7,S-b8441c,2024-12-15,feature_10,6,4538,1,False
U-fa6a48,S-b8441c,2024-07-31,feature_21,12,2665,0,True
U-797118,S-b8441c,2024-12-15,feature_35,7,2794,0,False
U-12c839,S-b8441c,2024-03-23,feature_36,9,5271,0,False
U-959f60,S-b8441c,2024-03-24,feature_6,11,2943,1,False
U-0da4d1,S-b8441c,2024-01-18,feature_35,15,718,1,False
U-a19adb,S-b8441c,2024-08-17,feature_34,11,1135,2,False
U-7a04ab,S-b8441c,2023-11-13,feature_8,10,585,0,False
U-e6a9e1,S-b8441c,2024-02-26,feature_10,7,3791,1,False
U-61b719,S-b8441c,2023-11-04,feature_21,9,2464,0,False
U-747de0,S-b8441c,2024-04-11,feature_39,7,3679,0,False
U-72c329,S-b8441c,2024-12-10,feature_15,19,1047,0,False
U-6550d5,S-b8441c,2024-07-28,feature_8,7,3037,0,False
U-d2803e,S-b8441c,2024-07-22,feature_21,12,1332,2,False
U-9c9d20,S-b8441c,2024-07-16,feature_36,13,4087,0,False
U-d23c12,S-19d02c,2024-07-09,feature_34,12,1283,2,False
U-4d6f86,S-19d02c,2024-06-08,feature_17,10,875,2,False
U-432750,S-19d02c,2024-08-17,feature_34,11,1498,1,False
U-2fbbaf,S-19d02c,2024-11-18,feature_7,9,1149,1,False
U-fe6d13,S-19d02c,2024-07-10,feature_25,9,1730,0,False
U-cb6155,S-19d02c,2024-07-17,feature_20,8,8512,0,False
U-a22d40,S-19d02c,2024-09-02,feature_9,9,2203,1,False
U-22d790,S-19d02c,2024-07-11,feature_37,12,676,0,True
U-846f88,S-19d02c,2024-12-05,feature_1,11,1814,0,False
U-2aa9c4,S-19d02c,2024-10-10,feature_21,8,2138,1,False
U-7a1805,S-19d02c,2024-10-10,feature_36,4,223,0,False
U-203c20,S-19d02c,2024-12-29,feature_7,10,1238,0,False
U-27e522,S-19d02c,2024-06-22,feature_25,17,2624,0,False
U-f819c5,S-19d02c,2024-09-15,feature_25,13,1758,2,False
U-b2b6ec,S-19d02c,2024-11-22,feature_36,7,1787,1,True
U-1b360a,S-19d02c,2024-09-19,feature_25,3,1003,2,False
U-3a8c6e,S-19d02c,2024-11-08,feature_28,8,3340,1,True
U-417e3d,S-19d02c,2024-12-17,feature_25,5,2753,1,False
U-aef175,S-19d02c,2024-10-14,feature_35,14,2616,0,False
U-d6dcd3,S-19d02c,2024-07-29,feature_36,14,596,0,False
U-8e3621,S-d14988,2024-12-02,feature_39,8,1312,0,True
U-49e15d,S-d14988,2024-12-20,feature_25,6,1361,0,False
U-702cdf,S-d14988,2024-12-04,feature_3,5,8067,0,False
U-70f3ac,S-d14988,2024-11-07,feature_11,6,823,0,False
U-b62889,S-d14988,2024-12-26,feature_4,11,3303,0,True
U-0915c3,S-d14988,2024-12-09,feature_14,15,1012,0,False
U-c48268,S-d14988,2024-12-10,feature_4,11,8101,2,False
U-4409a9,S-d14988,2024-11-06,feature_11,14,969,0,False
U-8a8b24,S-d14988,2024-12-10,feature_22,10,1799,0,False
U-950802,S-d14988,2024-11-14,feature_18,11,3300,0,False
U-8a9eee,S-d14988,2024-11-17,feature_5,14,2877,0,False
U-f19387,S-d14988,2024-11-03,feature_11,11,3392,0,False
U-45943e,S-d14988,2024-11-06,feature_18,6,4100,0,False
U-c6d082,S-d14988,2024-11-19,feature_5,8,908,0,False
U-4bda64,S-d14988,2024-11-13,feature_18,9,5648,1,False
U-9d5d2b,S-d14988,2024-11-15,feature_4,7,3628,1,False
U-34b015,S-d14988,2024-11-21,feature_30,13,3025,0,False
U-23f1d4,S-d14988,2024-11-08,feature_14,8,695,1,False
U-9887d2,S-d14988,2024-12-02,feature_18,9,2167,0,False
U-bfe9ee,S-d14988,2024-12-18,feature_25,8,5124,2,False
U-2d3e75,S-d14988,2024-11-09,feature_22,9,1360,0,False
U-ac38c7,S-d14988,2024-12-24,feature_22,8,689,0,False
U-bb31ae,S-d14988,2024-12-19,feature_11,9,2096,3,False
U-b52925,S-d14988,2024-12-06,feature_38,9,2129,0,False
U-6f4f10,S-d14988,2024-11-19,feature_18,7,2194,0,True
U-e4e86e,S-d14988,2024-11-11,feature_38,10,3542,0,False
U-0408b4,S-d14988,2024-12-03,feature_18,4,4548,0,False
U-7762a6,S-d14988,2024-11-27,feature_4,13,4400,2,False
U-49f780,S-d14988,2024-12-08,feature_25,13,2446,1,False
U-0afddd,S-480d85,2024-12-02,feature_25,7,6024,0,False
U-80fe2f,S-480d85,2024-12-21,feature_25,9,2658,0,False
U-554357,S-480d85,2024-12-27,feature_3,13,1186,0,False
U-d5743a,S-480d85,2024-12-30,feature_14,11,1496,0,False
U-bd4da7,S-480d85,2024-12-23,feature_18,12,1721,0,False
U-1c10a9,S-480d85,2024-12-21,feature_30,9,3173,1,False
U-60c958,S-480d85,2024-12-21,feature_4,16,2067,0,False
U-376798,S-480d85,2024-12-04,feature_11,13,2114,0,False
U-848390,S-480d85,2024-11-25,feature_22,17,5396,1,False
U-3acdc9,S-480d85,2024-12-01,feature_25,8,5809,2,False
U-a68391,S-480d85,2024-12-05,feature_11,13,8835,0,False
U-e6fa94,S-480d85,2024-12-05,feature_4,7,1524,1,True
U-32fd3b,S-480d85,2024-12-27,feature_39,9,6591,1,False
U-d90cfd,S-480d85,2024-12-07,feature_30,10,3998,1,False
U-68043e,S-480d85,2024-11-24,feature_18,6,385,0,False
U-c11208,S-480d85,2024-12-12,feature_18,8,1565,0,False
U-508110,S-480d85,2024-12-26,feature_11,12,2487,0,False
U-825e4e,S-480d85,2024-12-03,feature_14,11,2853,0,False
U-99ff6a,S-556392,2024-01-04,feature_4,12,103,0,False
U-497cb6,S-556392,2024-07-08,feature_24,9,2639,0,False
U-9c7fab,S-556392,2023-12-28,feature_16,9,5212,0,False
U-4b30bd,S-556392,2024-01-07,feature_16,12,1355,0,False
U-90f892,S-556392,2024-08-25,feature_38,9,3168,0,False
U-3dc29f,S-556392,2024-02-25,feature_21,14,4745,1,False
U-a82fea,S-556392,2024-04-09,feature_38,6,1761,1,False
U-0c25e0,S-556392,2024-10-17,feature_27,13,4360,0,False
U-4b934a,S-556392,2023-08-25,feature_35,7,1284,0,False
U-49ff3c,S-556392,2024-03-16,feature_17,8,2384,0,False
U-65d6a4,S-556392,2024-09-05,feature_34,10,478,0,True
U-e71cf5,S-556392,2023-11-28,feature_4,12,2370,0,False
U-9b01e0,S-556392,2024-08-14,feature_38,12,1917,0,False
U-d7d776,S-556392,2023-09-04,feature_27,13,667,1,False
U-eced6c,S-556392,2024-08-12,feature_9,14,6968,0,False
U-0fee5d,S-556392,2024-06-03,feature_4,11,886,1,True
U-fd49e3,S-556392,2024-01-22,feature_35,14,5054,0,False
U-419873,S-556392,2024-01-11,feature_7,11,7918,2,False
U-49dbce,S-556392,2024-09-04,feature_37,12,1817,0,False
U-cfaca1,S-556392,2023-08-17,feature_2,11,1290,0,False
U-e60241,S-556392,2024-06-22,feature_38,11,1202,0,True
U-d7f5ff,S-556392,2024-11-19,feature_4,14,2831,0,False
U-2f11cf,S-556392,2024-07-07,feature_38,12,1020,0,False
U-31217c,S-556392,2024-11-25,feature_38,15,8105,0,False
U-e06459,S-556392,2024-10-30,feature_38,5,1444,1,False
U-953412,S-556392,2024-02-18,feature_26,11,2922,1,False
U-2214ab,S-556392,2024-06-22,feature_2,7,855,0,False
U-42f922,S-556392,2023-11-04,feature_8,11,2601,0,False
U-faeb1c,S-5d9eac,2024-02-18,feature_25,9,842,0,False
U-e041e0,S-5d9eac,2024-11-06,feature_21,14,2816,0,False
U-b98105,S-5d9eac,2024-07-24,feature_12,12,3138,0,False
U-6c6411,S-5d9eac,2024-02-13,feature_8,15,4286,0,False
U-4624f6,S-5d9eac,2024-06-14,feature_9,8,2402,1,False
U-467e05,S-5d9eac,2024-12-12,feature_7,10,1872,1,False
U-0856eb,S-5d9eac,2023-12-07,feature_37,8,496,0,False
U-bb1167,S-5d9eac,2024-04-01,feature_27,10,2082,1,True
U-b8ef6b,S-5d9eac,2024-09-27,feature_9,10,4382,0,False
U-de6c2f,S-5d9eac,2024-11-09,feature_16,10,2533,0,False
U-faeb5c,S-5d9eac,2024-04-26,feature_21,7,554,0,False
U-960ae9,S-5d9eac,2024-05-14,feature_12,10,3535,1,False
U-6bbed1,S-5d9eac,2024-07-01,feature_37,6,3696,0,False
U-92a92c,S-5d9eac,2024-12-10,feature_27,6,4348,0,False
U-ac1c17,S-5d9eac,2024-10-18,feature_21,11,1277,0,False
U-05535c,S-5d9eac,2024-06-01,feature_16,8,58,2,False
U-8fdad5,S-5d9eac,2024-02-05,feature_24,8,1978,0,True
U-b804eb,S-5d9eac,2023-11-17,feature_27,7,276,0,False
U-03a3a4,S-5d9eac,2024-01-28,feature_21,8,2333,0,False
U-630252,S-5d9eac,2024-04-15,feature_34,11,4498,1,False
U-94ee49,S-5d9eac,2024-06-20,feature_27,8,3579,0,False
U-799e36,S-5d9eac,2024-11-27,feature_30,7,3313,1,False
U-299878,S-5d9eac,2024-10-19,feature_30,10,595,0,False
U-1fb641,S-5d9eac,2024-12-04,feature_25,8,1021,0,False
U-dcb81b,S-185013,2024-09-22,feature_7,12,3609,0,False
U-9101c3,S-185013,2024-12-17,feature_35,12,1460,0,False
U-68eff0,S-185013,2024-09-01,feature_22,11,1752,0,True
U-becebd,S-185013,2024-09-03,feature_13,7,2553,0,False
U-af92dc,S-185013,2024-10-27,feature_10,11,2423,1,False
U-6a9cfa,S-185013,2024-08-26,feature_2,7,1599,1,False
U-60433d,S-185013,2024-10-21,feature_39,12,1276,0,False
U-ead0f8,S-185013,2024-12-16,feature_9,9,4765,1,False
U-ceee51,S-185013,2024-09-30,feature_10,15,2170,0,False
U-5851a7,S-185013,2024-08-25,feature_6,9,5342,0,False
U-342fb0,S-185013,2024-10-26,feature_13,6,1771,0,False
U-f0b3b7,S-185013,2024-08-13,feature_13,9,3892,2,False
U-935b0a,S-185013,2024-08-18,feature_35,14,952,0,False
U-6b127d,S-185013,2024-09-11,feature_16,16,358,0,False
U-e7dfc7,S-185013,2024-12-15,feature_25,10,1982,0,False
U-f5f2d2,S-060d9f,2024-11-03,feature_35,13,2983,0,False
U-3fff43,S-060d9f,2024-08-21,feature_6,12,1135,0,False
U-8f0a96,S-060d9f,2024-08-12,feature_26,7,6201,1,False
U-8d6f43,S-060d9f,2024-10-14,feature_2,6,714,0,False
U-ac631c,S-060d9f,2024-11-14,feature_37,14,2381,1,False
U-1bd12e,S-060d9f,2024-10-12,feature_16,7,1467,1,False
U-177ffa,S-060d9f,2024-10-22,feature_26,11,2179,1,False
U-bc45ae,S-060d9f,2024-11-14,feature_6,10,3226,0,False
U-21d457,S-060d9f,2024-08-18,feature_39,8,6726,0,True
U-648b85,S-060d9f,2024-12-14,feature_7,14,788,1,False
U-56af30,S-060d9f,2024-12-24,feature_26,16,1735,1,False
U-4fbef5,S-060d9f,2024-10-24,feature_16,7,2318,2,False
U-5b6646,S-060d9f,2024-12-19,feature_39,8,2040,0,False
U-27b169,S-060d9f,2024-10-08,feature_19,6,693,0,False
U-1ea04a,S-060d9f,2024-09-21,feature_12,15,4543,1,True
U-3e4995,S-060d9f,2024-12-15,feature_31,9,6494,1,False
U-f20514,S-060d9f,2024-10-19,feature_31,17,2040,0,False
U-9e2d2b,S-060d9f,2024-10-20,feature_2,13,3743,1,False
U-84bbdd,S-060d9f,2024-11-29,feature_37,9,573,0,False
U-aeb2b4,S-060d9f,2024-08-31,feature_39,9,4301,0,False
U-2658d8,S-060d9f,2024-11-23,feature_26,8,1924,0,False
U-92607f,S-060d9f,2024-11-09,feature_26,13,1765,0,False
U-25b3cf,S-060d9f,2024-10-29,feature_25,9,971,0,False
U-476673,S-060d9f,2024-11-24,feature_9,8,755,0,False
U-aa390e,S-060d9f,2024-08-06,feature_13,9,4161,0,False
U-bb86b7,S-11d6c3,2024-10-16,feature_20,7,1622,2,False
U-b8d1c3,S-11d6c3,2024-11-17,feature_20,9,1475,1,False
U-c99ea1,S-11d6c3,2024-12-12,feature_2,8,3901,1,False
U-d89ada,S-11d6c3,2024-12-14,feature_18,7,134,0,False
U-ec0b16,S-11d6c3,2024-11-07,feature_36,8,3642,0,False
U-174570,S-11d6c3,2024-10-17,feature_23,14,5372,0,False
U-737185,S-11d6c3,2024-10-16,feature_4,8,2858,0,False
U-62ca56,S-11d6c3,2024-11-18,feature_11,10,4539,1,False
U-9f7c94,S-11d6c3,2024-12-12,feature_20,9,3186,0,True
U-571504,S-11d6c3,2024-11-24,feature_7,12,3618,1,False
U-441df3,S-11d6c3,2024-11-08,feature_16,4,2509,0,True
U-cd92f4,S-11d6c3,2024-11-26,feature_8,12,4885,1,False
U-84c6d2,S-11d6c3,2024-12-15,feature_4,13,895,2,False
U-5894f2,S-11d6c3,2024-12-24,feature_20,8,11674,0,False
U-107c6e,S-11d6c3,2024-10-23,feature_11,10,2307,2,False
U-948949,S-11d6c3,2024-12-12,feature_8,10,4376,1,False
U-7dbbb5,S-11d6c3,2024-11-14,feature_30,6,3155,0,True
U-d745db,S-079103,2024-11-11,feature_23,8,2460,0,False
U-ee01d8,S-079103,2024-12-14,feature_15,8,1059,2,False
U-710b3c,S-079103,2024-11-21,feature_6,12,1337,0,False
U-fa49e2,S-079103,2024-10-13,feature_30,7,9236,1,False
U-cf1539,S-079103,2024-12-28,feature_16,5,4595,0,False
U-2bfc04,S-079103,2024-10-17,feature_6,8,2335,1,False
U-b5dfb7,S-079103,2024-12-01,feature_23,12,2033,0,False
U-7c5b57,S-079103,2024-12-13,feature_16,7,2415,2,False
U-d1cb63,S-079103,2024-11-21,feature_16,11,6161,2,False
U-fc619d,S-079103,2024-11-04,feature_2,10,2559,0,False
U-a65e2f,S-079103,2024-10-01,feature_8,8,5246,1,False
U-53eef0,S-079103,2024-12-09,feature_30,9,4703,0,False
U-816a00,S-079103,2024-12-20,feature_23,6,2932,1,False
U-daddd9,S-1ff076,2024-12-10,feature_11,6,2983,0,False
U-e36ae3,S-1ff076,2024-12-28,feature_11,13,3369,2,False
U-da0a13,S-1ff076,2024-11-28,feature_20,8,1913,1,False
U-5fc3ff,S-1ff076,2024-11-24,feature_11,13,1063,1,False
U-0e9a50,S-1ff076,2024-12-14,feature_23,4,2992,0,False
U-541818,S-1ff076,2024-12-08,feature_30,10,4605,0,False
U-50ca06,S-1ff076,2024-11-09,feature_8,14,3689,1,False
U-8bb9e0,S-1ff076,2024-11-19,feature_11,10,2608,0,False
U-d7efef,S-1ff076,2024-12-17,feature_10,15,1804,1,False
U-592357,S-1ff076,2024-12-27,feature_4,14,2390,1,False
U-c69a80,S-1ff076,2024-12-12,feature_36,13,3119,1,False
U-751e0f,S-1ff076,2024-12-13,feature_4,5,2927,1,False
U-02ad2f,S-1ff076,2024-12-22,feature_23,13,4237,1,False
U-4c6e1b,S-1ff076,2024-12-19,feature_8,8,3753,1,True
U-af7868,S-1ff076,2024-12-28,feature_30,6,2015,2,True
U-ecf9c4,S-1ff076,2024-12-02,feature_20,4,907,1,False
U-9f34ce,S-1ff076,2024-12-02,feature_4,11,3428,0,False
U-954a73,S-0ad9ea,2024-10-05,feature_7,7,3029,1,False
U-74d77d,S-0ad9ea,2024-11-15,feature_15,12,2110,0,False
U-ba6037,S-0ad9ea,2024-11-08,feature_7,12,3880,0,False
U-204013,S-0ad9ea,2024-12-27,feature_11,6,8658,2,False
U-260f5f,S-0ad9ea,2024-12-24,feature_36,6,1521,0,False
U-1b1110,S-0ad9ea,2024-10-10,feature_23,14,743,0,False
