subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-adfc9d,A-40de06,2023-06-20,,Pro,11,829,9948,False,True,False,False,annual,True
S-4dd61a,A-40de06,2024-07-20,,Basic,29,997,11964,False,True,False,False,monthly,False
S-10f9ae,A-cb5333,2024-04-10,2024-07-22,Enterprise,9,1787,21444,False,False,True,True,monthly,False
S-ef25c0,A-cb5333,2024-06-05,,Enterprise,65,8545,102540,False,True,False,False,monthly,False
S-3852e7,A-cb5333,2024-03-31,2024-07-22,Basic,11,505,6060,False,True,False,True,annual,False
S-6aa7e4,A-cb5333,2024-05-01,2024-07-23,Pro,17,983,11796,False,False,False,True,annual,True
S-dd0c27,A-309e54,2024-12-09,,Pro,10,906,10872,False,True,False,False,annual,True
S-e38c71,A-6e7827,2023-09-13,,Pro,19,1176,14112,False,False,False,False,annual,True
S-1800f8,A-6e7827,2023-07-16,,Basic,6,0,0,True,False,False,False,monthly,True
S-71c83c,A-50bb9f,2024-07-16,,Basic,71,2380,28560,False,False,False,False,annual,True
S-3884eb,A-50bb9f,2024-07-20,,Enterprise,57,0,0,True,True,False,False,monthly,True
S-425786,A-50bb9f,2024-07-12,,Basic,38,1729,20748,False,False,False,False,annual,False
S-0a658d,A-50bb9f,2024-07-19,,Pro,11,0,0,True,True,False,False,monthly,True
S-0fa80b,A-50bb9f,2024-09-06,,Pro,28,2633,31596,False,True,False,False,annual,True
S-b8cdd5,A-5fe118,2024-11-14,,Pro,2,127,1524,False,False,False,False,monthly,True
S-a0824a,A-5fe118,2024-11-27,,Pro,21,1944,23328,False,False,False,False,annual,False
S-6d1fb6,A-5fe118,2024-11-23,,Enterprise,43,9098,109176,False,True,False,False,monthly,False
S-006984,A-5fe118,2024-11-16,,Basic,25,1151,13812,False,False,False,False,monthly,True
S-a9557b,A-5fe118,2024-11-21,,Basic,22,694,8328,False,False,False,False,monthly,True
S-92e3a0,A-5247b3,2024-08-25,,Enterprise,48,6444,77328,False,True,False,False,annual,True
S-49d90f,A-5247b3,2024-04-21,,Pro,11,966,11592,False,False,False,False,annual,True
S-451b73,A-f44180,2023-10-11,2024-01-31,Pro,59,4631,55572,False,False,False,True,annual,True
S-a38acb,A-f44180,2024-04-21,,Basic,29,1024,12288,False,False,False,False,monthly,True
S-903988,A-f44180,2023-10-24,,Enterprise,12,2178,26136,False,False,True,False,monthly,False
S-be8274,A-c16cf7,2024-11-05,2024-11-15,Basic,43,1671,20052,False,True,True,True,monthly,False
S-898942,A-d42431,2024-09-26,,Basic,53,1529,18348,False,False,False,False,annual,True
S-d63f05,A-d42431,2024-07-08,,Basic,18,718,8616,False,False,False,False,annual,True
S-b6d5a6,A-d42431,2024-06-15,,Pro,12,962,11544,False,False,False,False,annual,True
S-77fc56,A-6965e1,2024-12-07,,Enterprise,47,0,0,True,False,False,False,monthly,False
S-6b9866,A-0354fe,2024-12-07,,Pro,27,2362,28344,False,False,False,False,monthly,True
S-8df03a,A-0a62f5,2024-10-02,,Enterprise,18,2937,35244,False,False,False,False,monthly,False
S-296388,A-0a62f5,2024-11-08,,Basic,27,876,10512,False,False,False,False,monthly,False
S-bdf7bc,A-f5641b,2024-04-24,2024-08-22,Pro,25,1502,18024,False,False,False,True,monthly,True
S-fa3533,A-f5641b,2024-05-30,2024-08-20,Pro,28,1756,21072,False,False,False,True,annual,False
S-47c422,A-b44e3e,2024-07-14,,Pro,29,2620,31440,False,False,True,False,monthly,False
S-366657,A-3b37d9,2023-02-27,2023-10-12,Basic,11,354,4248,False,False,True,True,monthly,True
S-a0e422,A-3b37d9,2023-03-09,2023-10-09,Basic,5,238,2856,False,False,True,True,annual,True
S-88173e,A-54d94a,2023-12-07,,Enterprise,16,2240,26880,False,False,False,False,monthly,True
S-4f9f82,A-54d94a,2023-07-24,2024-06-06,Pro,23,1756,21072,False,True,False,True,annual,False
S-a7d621,A-54d94a,2023-05-13,2024-06-11,Pro,21,0,0,True,False,True,True,monthly,False
S-b3a21b,A-7f29a7,2024-09-30,,Pro,29,1984,23808,False,False,False,False,annual,True
S-590314,A-7f29a7,2024-10-08,,Pro,30,2006,24072,False,False,True,False,monthly,False
S-4537e1,A-089363,2023-11-22,,Enterprise,56,0,0,True,False,False,False,annual,True
S-e69abf,A-089363,2023-08-03,,Pro,53,4155,49860,False,True,False,False,annual,True
S-f1688f,A-089363,2024-03-10,,Enterprise,79,10343,124116,False,False,False,False,monthly,False
S-a6ebca,A-089363,2023-05-29,,Enterprise,35,6348,76176,False,False,False,False,monthly,True
S-1fb245,A-524364,2024-12-31,,Pro,22,0,0,True,False,False,False,monthly,False
S-4983b4,A-524364,2024-12-31,,Pro,33,2139,25668,False,False,False,False,monthly,True
S-2f53bc,A-855a48,2024-05-16,,Pro,63,5634,67608,False,False,False,False,monthly,True
S-20d876,A-855a48,2024-02-27,,Basic,20,748,8976,False,False,True,False,annual,False
S-9a14f2,A-756192,2023-07-17,2023-10-03,Pro,3,195,2340,False,False,False,True,annual,True
S-e639a5,A-49b828,2024-01-25,,Pro,7,428,5136,False,False,False,False,monthly,True
S-c1199b,A-49b828,2024-05-26,,Pro,38,0,0,True,False,False,False,monthly,True
S-de88ef,A-c7ffc2,2023-05-14,2024-05-03,Enterprise,26,0,0,True,False,False,True,monthly,True
S-08e0fb,A-c7ffc2,2023-08-17,2024-04-30,Basic,14,0,0,True,False,False,True,monthly,True
S-2a659b,A-c7ffc2,2023-03-21,2024-04-26,Enterprise,38,5188,62256,False,False,False,True,annual,True
S-e62d5c,A-751c58,2024-08-16,,Pro,33,1839,22068,False,False,False,False,annual,True
S-c0619c,A-751c58,2024-11-29,,Pro,25,1743,20916,False,False,False,False,annual,False
S-85f125,A-751c58,2024-09-04,,Enterprise,21,0,0,True,False,False,False,annual,True
S-fe9fe9,A-751c58,2024-08-25,,Basic,106,3777,45324,False,False,False,False,annual,False
S-1ea2d6,A-751c58,2024-07-24,,Pro,9,685,8220,False,False,False,False,annual,False
S-c4077d,A-72799b,2024-02-28,,Pro,24,2199,26388,False,True,False,False,annual,False
S-1e2eb5,A-72799b,2023-12-02,2024-11-06,Basic,19,884,10608,False,False,False,True,monthly,True
S-f5a015,A-72799b,2024-04-23,,Basic,10,466,5592,False,True,False,False,monthly,True
S-33692c,A-72799b,2024-01-28,,Basic,57,2400,28800,False,False,False,False,annual,True
S-dd3e21,A-812c5b,2024-05-02,,Pro,29,2685,32220,False,False,True,False,annual,True
S-bc266b,A-812c5b,2024-05-18,,Basic,21,0,0,True,False,False,False,monthly,True
S-891f8a,A-812c5b,2024-03-14,2024-06-28,Basic,48,2115,25380,False,False,False,True,annual,True
S-73a438,A-812c5b,2024-08-02,,Enterprise,33,5439,65268,False,False,False,False,annual,True
S-5ea505,A-69b156,2024-01-12,,Enterprise,33,5971,71652,False,False,False,False,monthly,True
S-134a12,A-69b156,2024-01-23,,Pro,17,1394,16728,False,False,False,False,annual,True
S-0ef474,A-69b156,2023-12-02,,Basic,40,1727,20724,False,False,False,False,monthly,True
S-884a0a,A-69b156,2024-03-03,,Pro,11,770,9240,False,False,False,False,monthly,True
S-c0bbfc,A-075038,2023-08-18,,Enterprise,34,6828,81936,False,True,False,False,monthly,True
S-0129ba,A-075038,2024-06-23,,Enterprise,43,9180,110160,False,False,False,False,annual,True
S-531544,A-940b8b,2024-04-21,,Enterprise,26,0,0,True,False,False,False,monthly,True
S-14d3e1,A-940b8b,2024-05-13,,Pro,41,3831,45972,False,False,False,False,monthly,True
S-a16fc8,A-940b8b,2024-04-11,,Enterprise,39,0,0,True,True,False,False,monthly,False
S-aac981,A-2d1036,2024-09-11,,Enterprise,47,6824,81888,False,False,False,False,monthly,True
S-f9429c,A-0f6450,2024-12-28,,Basic,7,293,3516,False,False,False,False,monthly,True
S-cee9f1,A-0f6450,2024-12-29,,Basic,22,1053,12636,False,False,False,False,monthly,True
S-67b44e,A-0f6450,2024-12-28,,Basic,43,1770,21240,False,False,False,False,monthly,True
S-aa2869,A-9affe6,2023-08-16,,Pro,67,5677,68124,False,False,False,False,annual,True
S-e4ca7f,A-80eeb6,2023-11-15,,Basic,36,1708,20496,False,False,False,False,monthly,False
S-2a6a2b,A-80eeb6,2023-09-16,,Basic,25,1031,12372,False,False,False,False,monthly,True
S-15ea75,A-d4e0d4,2024-10-18,,Enterprise,9,1604,19248,False,False,False,False,monthly,True
S-11b417,A-d4e0d4,2024-10-24,2024-11-21,Enterprise,68,11347,136164,False,False,False,True,monthly,False
S-6f3423,A-c7e58b,2023-08-02,,Pro,77,5547,66564,False,False,False,False,monthly,True
S-83bd73,A-c7e58b,2024-07-25,,Pro,8,491,5892,False,True,False,False,monthly,True
S-dfeecb,A-c7e58b,2023-08-04,,Basic,17,814,9768,False,False,False,False,annual,True
S-f5e0d5,A-016043,2024-08-17,2024-09-21,Enterprise,88,18234,218808,False,False,False,True,monthly,True
S-4a2fb0,A-016043,2024-07-31,2024-09-22,Basic,91,2787,33444,False,False,False,True,monthly,True
S-d1dda9,A-bbe56f,2023-06-04,,Basic,32,1169,14028,False,False,False,False,annual,False
S-ddb2a3,A-7c5768,2024-05-07,,Enterprise,6,860,10320,False,True,False,False,annual,True
S-027f01,A-7c5768,2024-08-25,,Pro,8,651,7812,False,False,False,False,monthly,False
S-138d0c,A-751bd4,2024-08-05,,Pro,33,1949,23388,False,False,False,False,annual,False
S-e17db2,A-751bd4,2024-08-01,2024-11-22,Pro,41,2891,34692,False,False,False,True,monthly,True
S-27df78,A-751bd4,2024-08-27,2024-11-19,Basic,19,578,6936,False,False,False,True,annual,False
S-87a489,A-4e0e85,2023-09-10,,Basic,21,822,9864,False,False,False,False,annual,True
S-9fbbc8,A-4e0e85,2023-09-13,,Basic,42,1549,18588,False,True,False,False,annual,False
S-48ee57,A-4e0e85,2023-11-21,,Basic,36,1205,14460,False,False,False,False,annual,False
S-404150,A-ad3abd,2023-05-03,,Pro,46,4143,49716,False,False,False,False,annual,True
S-5bde88,A-ad3abd,2023-03-21,2024-02-20,Pro,72,6373,76476,False,False,False,True,annual,True
S-f81e9a,A-ad3abd,2023-04-04,2024-02-22,Basic,70,3452,41424,False,True,False,True,monthly,True
S-177d65,A-e19ff6,2023-08-16,2023-12-22,Basic,43,1359,16308,False,False,True,True,monthly,True
S-a0b037,A-7920cc,2023-12-24,2024-01-29,Pro,42,3276,39312,False,False,True,True,annual,True
S-306b34,A-5a92e7,2024-07-04,,Basic,19,861,10332,False,True,False,False,annual,True
S-af88d1,A-fdfc91,2023-06-26,2024-02-06,Basic,16,659,7908,False,False,False,True,annual,True
S-f769ee,A-fdfc91,2023-09-20,2024-02-04,Pro,16,1230,14760,False,False,True,True,monthly,True
S-c723d2,A-fdfc91,2023-08-08,,Pro,45,3673,44076,False,False,True,False,annual,True
S-76b5b8,A-1e50e0,2023-07-19,2024-03-18,Enterprise,4,677,8124,False,False,False,True,monthly,True
S-e2cbd7,A-1e50e0,2023-07-14,2024-03-26,Pro,12,797,9564,False,False,False,True,annual,True
S-58f3a3,A-1e50e0,2023-04-15,2024-03-26,Pro,60,3714,44568,False,False,False,True,annual,True
S-c6d21f,A-1e1b80,2023-10-31,,Pro,23,2140,25680,False,False,True,False,monthly,True
S-51d6e7,A-659280,2024-01-18,,Pro,14,838,10056,False,False,False,False,monthly,True
S-c9774b,A-f6b2fb,2024-05-31,,Basic,19,661,7932,False,False,False,False,annual,True
S-8066e6,A-cb6cc6,2023-04-21,,Pro,15,841,10092,False,False,False,False,monthly,False
S-91647e,A-cb6cc6,2023-04-22,,Enterprise,46,8314,99768,False,False,False,False,monthly,False
S-e49f37,A-cb6cc6,2023-04-17,2023-07-15,Basic,37,1684,20208,False,False,False,True,annual,True
S-807141,A-cb6cc6,2023-09-20,,Enterprise,12,1784,21408,False,False,False,False,annual,True
S-bd4071,A-d62e02,2024-09-15,2024-10-17,Enterprise,10,1895,22740,False,False,True,True,monthly,True
S-787892,A-d62e02,2024-09-08,,Enterprise,32,0,0,True,False,False,False,annual,True
S-aa2646,A-d535f6,2024-09-28,,Enterprise,20,3890,46680,False,False,True,False,monthly,False
S-c9e90b,A-d535f6,2024-11-10,,Basic,39,0,0,True,False,False,False,monthly,True
S-15ef2f,A-39868b,2024-10-11,,Pro,31,2718,32616,False,False,False,False,annual,True
S-fed119,A-39868b,2024-08-07,,Basic,60,1773,21276,False,True,False,False,monthly,True
S-14fe48,A-3cc791,2024-01-30,,Pro,28,1648,19776,False,False,True,False,annual,True
S-84369c,A-3cc791,2024-01-15,2024-08-03,Pro,10,833,9996,False,False,False,True,monthly,True
S-d0a90d,A-3cc791,2024-04-10,,Enterprise,8,1562,18744,False,True,False,False,annual,False
S-9ba536,A-3cc791,2024-02-01,2024-08-08,Pro,38,2399,28788,False,False,False,True,monthly,False
S-caa20a,A-3cc791,2024-01-16,2024-07-29,Pro,9,544,6528,False,True,False,True,monthly,False
S-f57f38,A-337bc1,2024-09-11,,Basic,16,727,8724,False,False,False,False,annual,True
S-145a47,A-337bc1,2024-07-03,,Basic,16,652,7824,False,False,True,False,annual,False
S-42caa9,A-337bc1,2023-08-05,,Basic,74,3131,37572,False,True,False,False,monthly,True
S-28b7b5,A-58b9ff,2024-09-07,,Enterprise,8,1064,12768,False,False,False,False,annual,True
S-86f24a,A-bf7919,2024-12-04,,Basic,10,413,4956,False,False,True,False,monthly,True
S-080853,A-bf7919,2024-12-17,,Pro,54,4204,50448,False,False,False,False,annual,True
S-75189a,A-1d5444,2024-01-24,,Enterprise,60,8582,102984,False,False,False,False,annual,True
S-ebcaac,A-1d5444,2024-03-19,,Pro,15,1129,13548,False,False,False,False,monthly,True
S-a8bf73,A-1d5444,2024-02-22,,Basic,12,393,4716,False,False,False,False,monthly,True
S-604e1e,A-1d5444,2024-02-21,,Basic,8,231,2772,False,False,False,False,monthly,True
S-857e19,A-0f3e88,2023-09-30,2024-08-19,Basic,34,1006,12072,False,False,False,True,annual,False
S-48ce4a,A-0f3e88,2023-11-15,2024-08-16,Pro,36,2191,26292,False,False,False,True,monthly,False
S-682d20,A-0f3e88,2023-08-04,,Basic,8,309,3708,False,False,False,False,monthly,False
S-c61a4f,A-7641d3,2023-04-26,,Enterprise,6,853,10236,False,False,False,False,annual,True
S-f8779e,A-7641d3,2023-08-15,,Pro,60,3665,43980,False,False,False,False,annual,True
S-a13a57,A-cd458b,2024-06-28,,Enterprise,34,4951,59412,False,False,False,False,annual,True
S-69313a,A-cd458b,2024-07-04,2024-07-20,Basic,55,2234,26808,False,True,False,True,annual,False
S-9c1229,A-c16b88,2024-01-28,,Pro,12,1014,12168,False,False,False,False,monthly,True
S-927099,A-c16b88,2024-07-12,,Pro,26,1656,19872,False,False,False,False,annual,False
S-01bed9,A-c16b88,2023-12-24,2024-05-20,Enterprise,14,1769,21228,False,False,False,True,monthly,True
S-8cde67,A-59f724,2023-12-20,,Pro,79,5149,61788,False,False,False,False,monthly,True
S-126c79,A-87aa7b,2024-08-16,2024-10-09,Basic,28,1314,15768,False,False,False,True,monthly,False
S-d75b56,A-1e6fc3,2024-03-15,,Enterprise,15,2065,24780,False,False,False,False,monthly,True
S-e64dac,A-39ddf4,2024-12-06,,Enterprise,24,4556,54672,False,False,False,False,monthly,True
S-5cf239,A-39ddf4,2024-12-18,,Pro,34,2783,33396,False,False,False,False,annual,True
S-b082fb,A-34ea2f,2024-09-17,,Basic,11,447,5364,False,False,False,False,monthly,True
S-f3c617,A-716841,2024-07-28,2024-11-12,Pro,12,879,10548,False,False,False,True,annual,False
S-78d4a3,A-716841,2024-05-28,2024-11-19,Basic,21,732,8784,False,False,True,True,monthly,True
S-e7c45f,A-716841,2024-05-15,2024-11-19,Pro,31,2400,28800,False,False,False,True,annual,False
S-3856bc,A-716841,2024-07-25,,Pro,9,813,9756,False,False,False,False,monthly,False
S-7a03ba,A-558c72,2023-12-23,,Basic,17,0,0,True,False,False,False,monthly,True
S-0e6476,A-b11cd0,2023-06-01,,Basic,13,628,7536,False,False,False,False,monthly,True
S-822fb5,A-cc1d8d,2024-12-13,,Basic,60,1801,21612,False,False,False,False,annual,True
S-dcbbfd,A-cc1d8d,2024-12-19,,Basic,44,1715,20580,False,True,False,False,annual,False
S-4b2812,A-7f4db3,2023-03-27,2024-03-17,Basic,20,695,8340,False,False,False,True,monthly,True
S-b52ff3,A-7f4db3,2023-08-07,2024-03-15,Enterprise,7,1250,15000,False,False,False,True,monthly,True
S-94cb6e,A-7f4db3,2023-03-18,2024-03-21,Basic,17,828,9936,False,False,False,True,annual,True
S-b27d81,A-7f4db3,2023-07-01,2024-03-21,Enterprise,7,901,10812,False,False,True,True,annual,True
S-c73de9,A-db5e9e,2024-11-22,,Basic,68,2179,26148,False,False,False,False,annual,True
S-b3be3f,A-cc102e,2024-05-13,,Basic,31,1522,18264,False,False,False,False,monthly,True
S-1717ad,A-82d8a6,2024-12-06,,Pro,41,3276,39312,False,False,False,False,monthly,True
S-2ef1fe,A-82d8a6,2024-12-20,,Enterprise,57,9552,114624,False,False,False,False,monthly,False
S-01b646,A-82d8a6,2024-11-29,,Basic,36,1280,15360,False,False,False,False,monthly,False
S-5f31dd,A-dec005,2023-12-29,,Basic,22,779,9348,False,False,False,False,monthly,False
S-ef0c46,A-dec005,2023-12-17,,Pro,11,719,8628,False,False,True,False,monthly,False
S-7f8319,A-dec005,2023-11-06,,Pro,26,1604,19248,False,False,True,False,monthly,True
S-dbe069,A-5790f4,2024-12-22,,Enterprise,36,7400,88800,False,False,False,False,annual,True
S-d5a39c,A-5790f4,2024-12-25,,Pro,11,0,0,True,False,False,False,annual,True
S-d77e85,A-7c83a1,2024-08-25,,Pro,27,1710,20520,False,False,False,False,annual,True
S-4bb822,A-7c83a1,2024-09-29,,Pro,22,1332,15984,False,False,False,False,monthly,False
S-30766e,A-7c83a1,2024-09-25,,Basic,99,2872,34464,False,False,False,False,annual,True
S-3c39dd,A-7c83a1,2024-07-05,,Basic,37,1148,13776,False,False,False,False,monthly,True
S-9366d6,A-297a2d,2023-08-23,,Enterprise,13,0,0,True,False,False,False,annual,True
S-df1e99,A-4c56c9,2024-07-14,,Basic,36,1080,12960,False,False,False,False,monthly,True
S-4583ba,A-4c56c9,2024-06-01,,Enterprise,46,0,0,True,False,False,False,monthly,False
S-038b4e,A-cbbe12,2023-12-03,,Basic,62,2075,24900,False,False,False,False,monthly,True
S-881ad3,A-4a267b,2024-05-20,,Pro,133,0,0,True,False,False,False,annual,True
S-8031cf,A-4a267b,2024-05-18,,Pro,68,6175,74100,False,False,False,False,annual,True
S-0b9b8f,A-4a267b,2024-05-31,,Basic,21,831,9972,False,False,False,False,annual,False
S-023c11,A-bcbe98,2024-08-30,,Basic,59,2794,33528,False,False,False,False,annual,True
S-b6b519,A-bcbe98,2024-11-19,,Enterprise,66,12863,154356,False,False,False,False,annual,True
S-17e23f,A-bcbe98,2024-09-14,,Basic,63,0,0,True,False,False,False,annual,True
S-45a20d,A-427b69,2024-09-11,,Pro,32,2193,26316,False,False,False,False,annual,True
S-ff08dd,A-427b69,2024-10-06,,Basic,11,364,4368,False,True,False,False,annual,True
S-572263,A-427b69,2024-08-24,,Basic,74,3086,37032,False,True,False,False,monthly,True
S-f18807,A-0be015,2024-11-11,,Pro,39,0,0,True,False,True,False,monthly,True
S-f1220e,A-0be015,2024-12-05,,Pro,6,350,4200,False,False,True,False,monthly,False
S-04df25,A-0be015,2024-11-24,,Pro,7,646,7752,False,False,False,False,monthly,True
S-23f592,A-054577,2024-07-29,,Pro,27,2213,26556,False,True,False,False,annual,True
S-459e3a,A-054577,2024-08-22,2024-09-30,Enterprise,19,4068,48816,False,False,False,True,annual,True
S-7c5697,A-054577,2024-09-25,,Pro,23,1711,20532,False,False,False,False,annual,True
S-c05220,A-bc87bc,2024-08-31,,Basic,12,468,5616,False,False,False,False,monthly,True
S-53c8ce,A-0f7d77,2024-10-30,2024-11-10,Enterprise,74,14784,177408,False,False,True,True,annual,True
S-c6f6d2,A-0f7d77,2024-10-28,2024-11-04,Enterprise,32,6347,76164,False,False,True,True,monthly,True
S-f4a535,A-e7beab,2023-12-20,2024-01-20,Basic,3,88,1056,False,False,False,True,monthly,True
S-913e1b,A-e7beab,2023-12-05,2024-01-04,Pro,58,4368,52416,False,False,True,True,monthly,False
S-4556bc,A-e7beab,2024-02-01,,Enterprise,41,7631,91572,False,False,True,False,monthly,False
S-520be0,A-a09355,2024-09-01,,Basic,59,2526,30312,False,False,False,False,monthly,True
S-933d44,A-a09355,2024-08-12,2024-11-14,Basic,3,0,0,True,False,False,True,monthly,True
S-1eee33,A-31ab9a,2024-03-10,,Pro,17,1220,14640,False,False,False,False,monthly,True
S-f940cc,A-31ab9a,2024-03-30,2024-10-26,Basic,32,1423,17076,False,False,False,True,annual,True
S-077755,A-0158bb,2024-06-09,,Enterprise,12,0,0,True,False,False,False,annual,False
S-5ef1b9,A-0158bb,2024-06-02,,Basic,31,1226,14712,False,False,False,False,annual,True
S-42c52f,A-0158bb,2024-08-28,,Pro,17,1112,13344,False,True,False,False,annual,False
S-e66631,A-f19b24,2023-01-30,,Enterprise,32,6484,77808,False,False,False,False,monthly,False
S-4620ee,A-f19b24,2023-01-13,,Pro,5,480,5760,False,False,False,False,monthly,False
S-492ed2,A-f19b24,2023-01-21,2023-02-13,Pro,41,3814,45768,False,False,True,True,annual,True
S-3515ab,A-798a3f,2023-11-01,2024-04-03,Pro,96,5627,67524,False,False,False,True,annual,True
S-05dd9b,A-798a3f,2023-12-06,2024-03-30,Enterprise,10,1290,15480,False,False,True,True,annual,False
S-3d7b42,A-42b791,2024-07-30,,Basic,24,1186,14232,False,False,False,False,annual,False
S-889cc4,A-42b791,2024-05-26,,Enterprise,2,335,4020,False,False,False,False,annual,True
S-71c218,A-068fc6,2024-05-23,,Pro,38,0,0,True,True,False,False,monthly,False
S-e622da,A-068fc6,2023-10-26,,Pro,33,0,0,True,False,False,False,annual,False
S-7e1953,A-6f50ae,2024-04-06,,Pro,65,0,0,True,False,False,False,monthly,True
S-efd2b5,A-6f50ae,2024-05-30,,Enterprise,12,1926,23112,False,False,False,False,annual,True
S-639d38,A-6f50ae,2024-01-12,,Pro,62,0,0,True,False,False,False,monthly,False
S-aa40d9,A-6f50ae,2024-01-23,,Basic,36,0,0,True,True,False,False,monthly,True
S-b864ad,A-a2485e,2024-09-07,,Pro,27,2533,30396,False,False,False,False,monthly,True
S-50293d,A-a2485e,2024-08-23,,Basic,14,649,7788,False,False,False,False,annual,True
S-4737ac,A-bb1eaa,2024-09-17,,Pro,31,2287,27444,False,False,False,False,monthly,True
S-b875fb,A-bb1eaa,2024-06-11,,Basic,9,428,5136,False,False,False,False,annual,True
S-eb1475,A-bb1eaa,2024-06-16,,Enterprise,64,0,0,True,False,False,False,annual,True
S-e73962,A-bb1eaa,2024-06-21,,Pro,44,0,0,True,False,False,False,monthly,False
S-ffc5d4,A-cc98bc,2023-10-02,,Enterprise,23,4382,52584,False,True,False,False,monthly,False
S-ee25b3,A-cc98bc,2023-05-30,,Pro,9,504,6048,False,False,False,False,monthly,False
S-ca3c06,A-d77f4c,2024-06-22,,Pro,61,5483,65796,False,False,False,False,monthly,True
S-20b2b1,A-d77f4c,2024-03-14,,Pro,23,0,0,True,False,False,False,monthly,True
S-ef5799,A-d77f4c,2024-02-29,,Pro,9,516,6192,False,False,False,False,annual,True
S-0fe782,A-d77f4c,2024-04-29,2024-10-20,Pro,13,982,11784,False,False,False,True,monthly,True
S-b8441c,A-d77f4c,2023-10-19,,Basic,14,0,0,True,False,False,False,monthly,True
S-19d02c,A-ccabf0,2024-05-11,,Pro,13,1135,13620,False,True,False,False,annual,False
S-d14988,A-700ade,2024-11-03,,Enterprise,6,894,10728,False,False,False,False,annual,True
S-480d85,A-700ade,2024-11-24,,Pro,38,0,0,True,False,False,False,annual,False
S-556392,A-4a4c2d,2023-08-14,,Basic,14,691,8292,False,True,False,False,annual,True
S-5d9eac,A-4a4c2d,2023-11-05,,Pro,12,905,10860,False,False,False,False,monthly,True
S-185013,A-b7ef83,2024-08-02,,Enterprise,44,8233,98796,False,False,True,False,annual,True
S-060d9f,A-b7ef83,2024-08-05,,Enterprise,22,0,0,True,False,False,False,annual,True
S-11d6c3,A-e08cd3,2024-10-03,,Pro,30,2484,29808,False,False,False,False,annual,True
S-079103,A-e08cd3,2024-10-01,,Pro,56,4678,56136,False,False,True,False,annual,True
S-1ff076,A-e08cd3,2024-11-01,,Basic,19,688,8256,False,False,False,False,annual,False
S-0ad9ea,A-e08cd3,2024-09-27,,Pro,17,1629,19548,False,False,False,False,monthly,True
S-8fbcc0,A-19b2c8,2023-12-26,,Basic,86,4068,48816,False,False,False,False,annual,True
S-bb79d2,A-970c97,2024-03-02,2024-03-22,Basic,83,0,0,True,False,False,True,annual,False
S-8c4404,A-6dee43,2023-10-09,,Pro,6,458,5496,False,False,False,False,annual,False
S-5f1a1c,A-6dee43,2024-01-30,2024-10-08,Pro,7,479,5748,False,False,False,True,annual,True
S-76fb14,A-5ed98d,2024-07-02,,Enterprise,16,3432,41184,False,False,False,False,monthly,True
S-49da6b,A-5ed98d,2024-07-10,,Enterprise,45,7588,91056,False,False,False,False,annual,True
S-c18b93,A-5ed98d,2024-07-01,,Pro,18,1442,17304,False,False,False,False,annual,True
S-245e9d,A-c58f49,2024-08-13,,Basic,5,155,1860,False,False,False,False,monthly,True
S-0c396d,A-c58f49,2024-09-17,,Pro,70,6440,77280,False,False,False,False,monthly,True
S-a78bb9,A-c58f49,2024-08-25,,Pro,8,638,7656,False,False,True,False,annual,False
S-bc05e5,A-9c18c4,2023-08-13,,Pro,69,3983,47796,False,False,False,False,monthly,True
S-d84571,A-9c18c4,2023-09-01,,Pro,10,723,8676,False,False,True,False,annual,True
S-4aef6c,A-cc8c8f,2024-07-29,,Enterprise,26,4322,51864,False,False,False,False,monthly,False
S-6ce79d,A-cc8c8f,2024-11-04,,Enterprise,38,5065,60780,False,True,False,False,monthly,False
S-23a2c4,A-cc8c8f,2024-07-21,,Enterprise,30,4019,48228,False,False,False,False,monthly,True
S-5c8ca8,A-cc8c8f,2024-07-24,,Pro,107,0,0,True,False,False,False,annual,True
S-8cf08c,A-5f7781,2024-09-12,,Basic,25,1173,14076,False,False,False,False,annual,True
S-a7c724,A-5f7781,2024-09-22,,Enterprise,18,2606,31272,False,False,False,False,annual,True
S-0bf6bf,A-5f7781,2024-09-02,,Basic,6,207,2484,False,False,False,False,annual,True
S-6e0a2c,A-5f7781,2024-09-11,,Enterprise,10,0,0,True,False,False,False,annual,True
S-0d638f,A-e1b9cd,2023-03-29,2024-08-07,Basic,26,1034,12408,False,False,False,True,annual,True
S-24a1f8,A-ac85cd,2024-08-05,,Enterprise,8,1347,16164,False,True,False,False,monthly,True
S-f6d575,A-ac85cd,2024-09-20,,Enterprise,13,0,0,True,False,False,False,monthly,True
S-838d2c,A-d792a6,2023-04-24,,Pro,24,2287,27444,False,True,False,False,annual,True
S-d0a7a4,A-d792a6,2023-02-15,,Pro,62,3517,42204,False,False,False,False,monthly,True
S-3426dc,A-d792a6,2023-02-26,,Basic,13,0,0,True,False,False,False,annual,True
S-2810a4,A-ac9111,2023-12-12,,Pro,13,998,11976,False,False,False,False,monthly,True
S-b21b30,A-ac9111,2023-09-25,,Basic,4,115,1380,False,False,False,False,annual,False
S-cbe97a,A-ac9111,2023-09-30,,Basic,13,395,4740,False,False,False,False,annual,True
S-ca5ebe,A-18793f,2024-12-18,,Basic,40,1155,13860,False,False,False,False,monthly,True
S-87d9ce,A-18793f,2024-12-20,,Pro,23,1578,18936,False,False,False,False,annual,True
