ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-fd4ce3,A-c45b23,2024-04-23 11:30:00,2024-04-24 00:35:04,13.1,medium,125,,False
T-17c56f,A-c45b23,2024-04-28 18:53:00,2024-04-29 15:27:40,20.6,medium,47,3.0,False
T-037449,A-9ee962,2023-09-15 18:49:00,2023-09-17 02:18:10,31.5,urgent,77,5.0,False
T-d1b1e0,A-054577,2024-10-23 15:45:00,2024-10-25 12:30:29,44.8,high,28,4.0,False
T-0e29f7,A-054577,2024-08-05 07:22:00,2024-08-06 10:54:08,27.5,low,47,,False
T-1db4eb,A-054577,2024-06-20 09:46:00,2024-06-22 02:57:59,41.2,low,40,3.0,False
T-e87f29,A-a8b49c,2024-01-03 12:42:00,2024-01-04 12:32:09,23.8,low,175,,False
T-b427f1,A-a8b49c,2024-03-02 07:48:00,2024-03-03 05:16:31,21.5,low,49,,False
T-ef0eaa,A-a8b49c,2024-06-16 09:52:00,2024-06-19 02:27:54,64.6,urgent,116,3.0,False
T-8bfcc0,A-a8b49c,2024-05-19 13:53:00,2024-05-20 03:19:22,13.4,high,68,,False
T-064d2e,A-a8b49c,2024-09-13 13:04:00,2024-09-16 13:04:00,72.0,low,137,2.0,False
T-e64024,A-a8b49c,2024-09-04 13:32:00,2024-09-05 10:43:27,21.2,medium,91,5.0,True
T-2c699d,A-a8b49c,2024-06-19 07:12:00,2024-06-21 02:39:28,43.5,high,52,,False
T-b140ba,A-a8b49c,2024-08-21 09:33:00,2024-08-22 03:07:25,17.6,low,125,2.0,False
T-1f688d,A-a8b49c,2024-09-28 11:24:00,2024-09-29 08:17:05,20.9,high,115,2.0,False
T-a265e6,A-0baac2,2024-06-16 07:05:00,2024-06-17 11:00:20,27.9,high,62,,False
T-5db1bb,A-0baac2,2024-06-13 13:07:00,2024-06-15 15:33:58,50.4,urgent,39,3.0,False
T-b61266,A-0baac2,2024-08-27 14:25:00,2024-08-28 14:39:07,24.2,low,57,4.0,False
T-8b0690,A-0baac2,2024-06-13 11:06:00,2024-06-14 17:15:47,30.2,medium,64,,False
T-85a160,A-0baac2,2024-08-22 17:46:00,2024-08-23 20:19:27,26.6,urgent,60,,False
T-5f3435,A-0baac2,2024-10-24 14:12:00,2024-10-27 13:41:01,71.5,high,24,4.0,False
T-36c878,A-52dd88,2023-04-26 20:43:00,2023-04-27 02:51:12,6.1,medium,164,,True
T-14df09,A-52dd88,2023-08-28 09:28:00,2023-08-31 09:28:00,72.0,urgent,105,4.0,False
T-598dd8,A-52dd88,2024-06-16 18:38:00,2024-06-19 12:03:21,65.4,urgent,86,,False
T-6c8662,A-52dd88,2023-04-01 12:39:00,2023-04-04 07:09:46,66.5,high,99,2.0,False
T-f94a07,A-52dd88,2023-07-16 18:38:00,2023-07-18 12:57:36,42.3,high,62,3.0,True
T-851160,A-52dd88,2023-06-10 08:36:00,2023-06-12 10:41:24,50.1,low,62,,False
T-704ef4,A-52dd88,2023-11-19 16:28:00,2023-11-21 18:15:53,49.8,medium,67,,False
T-78a1fc,A-52dd88,2024-06-30 07:09:00,2024-07-02 21:42:38,62.6,medium,44,2.0,False
T-d5bd7a,A-52dd88,2023-04-09 09:40:00,2023-04-11 18:01:51,56.4,urgent,81,3.0,True
T-d7c6d7,A-52dd88,2023-10-11 15:03:00,2023-10-14 15:03:00,72.0,urgent,180,,False
T-5c8c54,A-52dd88,2023-06-09 07:29:00,2023-06-10 15:27:37,32.0,medium,137,,False
T-4d9dd2,A-52dd88,2023-06-23 15:53:00,2023-06-24 11:32:29,19.7,medium,94,5.0,False
T-76e640,A-f44180,2023-05-16 10:03:00,2023-05-19 10:03:00,72.0,high,37,5.0,False
T-e86b43,A-f44180,2023-08-26 19:22:00,2023-08-27 11:34:25,16.2,urgent,36,,False
T-f85f92,A-f44180,2023-04-11 09:00:00,2023-04-11 19:53:07,10.9,medium,91,2.0,True
T-66e756,A-117171,2024-12-29 07:14:00,2024-12-30 13:56:31,30.7,medium,62,2.0,True
T-24f315,A-117171,2024-11-15 10:42:00,2024-11-17 10:34:38,47.9,urgent,35,3.0,False
T-8e11d9,A-117171,2024-11-29 14:05:00,2024-12-01 17:02:07,51.0,low,87,3.0,False
T-3ba56d,A-117171,2024-11-05 13:05:00,2024-11-08 13:05:00,72.0,high,75,2.0,False
T-67c3df,A-117171,2024-11-18 07:23:00,2024-11-20 10:13:40,50.8,high,180,3.0,False
T-85d6ee,A-117171,2024-10-08 09:42:00,2024-10-10 15:29:10,53.8,medium,132,3.0,False
T-098fef,A-117171,2024-10-15 10:45:00,2024-10-16 09:42:12,23.0,medium,64,,False
T-7c03e8,A-117171,2024-11-20 10:12:00,2024-11-21 00:52:46,14.7,high,66,3.0,True
T-0a9d93,A-c608c8,2023-07-20 08:40:00,2023-07-23 08:40:00,72.0,low,76,,False
T-e0e954,A-c608c8,2023-12-21 17:40:00,2023-12-23 10:59:32,41.3,urgent,180,3.0,False
T-38b854,A-c608c8,2023-12-05 10:19:00,2023-12-06 18:48:09,32.5,medium,49,3.0,False
T-e98d84,A-c608c8,2023-05-27 07:39:00,2023-05-27 21:42:11,14.1,high,178,3.0,False
T-dc7a5c,A-c608c8,2023-11-04 07:39:00,2023-11-06 05:17:26,45.6,low,45,3.0,False
T-ab201b,A-c608c8,2023-04-29 14:57:00,2023-04-30 15:46:42,24.8,low,58,3.0,False
T-40e9aa,A-c608c8,2024-03-29 16:54:00,2024-03-30 09:44:40,16.8,medium,132,,False
T-bce828,A-c608c8,2023-11-08 19:53:00,2023-11-09 21:53:13,26.0,medium,100,3.0,False
T-9afc1b,A-68f37c,2024-12-15 16:19:00,2024-12-17 00:54:05,32.6,low,50,,False
T-95f818,A-68f37c,2023-12-17 14:34:00,2023-12-19 19:21:20,52.8,high,91,,False
T-66f051,A-68f37c,2024-08-23 20:13:00,2024-08-24 23:56:03,27.7,urgent,46,4.0,False
T-e4f8cc,A-68f37c,2024-08-08 10:30:00,2024-08-08 23:53:18,13.4,high,66,,False
T-011c0e,A-68f37c,2024-01-28 11:24:00,2024-01-30 16:14:52,52.8,low,9,3.0,False
T-0434cb,A-68f37c,2024-07-26 17:26:00,2024-07-28 07:20:07,37.9,medium,30,4.0,False
T-378d4a,A-bcbe98,2024-12-10 16:56:00,2024-12-11 10:32:44,17.6,medium,39,5.0,False
T-3191d0,A-bcbe98,2024-09-22 19:34:00,2024-09-23 08:18:12,12.7,medium,50,5.0,False
T-fba13f,A-bcbe98,2024-10-07 11:59:00,2024-10-08 06:03:00,18.1,urgent,10,3.0,False
T-ef9dbc,A-9a532a,2024-07-24 13:14:00,2024-07-26 05:17:41,40.1,medium,60,2.0,False
T-28dd05,A-9a532a,2024-07-31 07:23:00,2024-08-01 04:26:36,21.1,low,161,5.0,False
T-fd48df,A-9a532a,2024-10-07 20:43:00,2024-10-08 12:23:22,15.7,low,62,,False
T-ec4419,A-9a532a,2024-08-22 15:31:00,2024-08-25 15:31:00,72.0,medium,180,4.0,False
T-51203e,A-9a532a,2024-08-13 10:41:00,2024-08-15 00:54:02,38.2,high,69,4.0,False
T-bc7a97,A-9a532a,2024-07-28 20:33:00,2024-07-30 08:16:02,35.7,medium,135,3.0,False
T-34edd8,A-9a532a,2024-08-27 12:09:00,2024-08-28 17:35:32,29.4,medium,27,3.0,False
T-094aa7,A-a8d89d,2024-01-29 16:25:00,2024-02-01 16:25:00,72.0,urgent,180,1.0,True
T-49d005,A-a8d89d,2024-08-15 10:38:00,2024-08-17 08:47:28,46.2,high,43,4.0,False
T-2c0ec8,A-a8d89d,2024-02-28 19:05:00,2024-03-01 04:37:33,33.5,urgent,180,,False
T-78c649,A-a8d89d,2023-12-20 08:03:00,2023-12-22 09:18:53,49.3,urgent,180,1.0,True
T-82fdf5,A-e60f9d,2024-12-10 20:18:00,2024-12-11 21:57:01,25.7,medium,61,5.0,False
T-e66e5f,A-e60f9d,2024-09-06 12:44:00,2024-09-09 02:19:05,61.6,medium,68,,False
T-2e8932,A-e60f9d,2024-10-27 20:18:00,2024-10-29 02:56:24,30.6,urgent,114,,False
T-2f14e8,A-e60f9d,2024-10-31 13:38:00,2024-11-01 17:06:24,27.5,low,76,2.0,False
T-1a5d99,A-e2cd1b,2024-07-02 12:15:00,2024-07-02 20:54:26,8.7,low,168,5.0,False
T-b83e51,A-e2cd1b,2024-04-24 07:22:00,2024-04-25 09:27:00,26.1,medium,83,4.0,False
T-58d746,A-157070,2024-10-11 07:18:00,2024-10-12 09:11:55,25.9,medium,98,5.0,False
T-d12c6b,A-4a267b,2024-11-18 07:51:00,2024-11-19 07:51:31,24.0,urgent,134,,False
T-976819,A-4a267b,2024-08-04 07:49:00,2024-08-04 17:42:43,9.9,medium,81,3.0,False
T-1b98e2,A-4a267b,2024-12-14 15:41:00,2024-12-16 03:08:16,35.5,low,74,5.0,False
T-d09d08,A-4a267b,2024-07-26 14:07:00,2024-07-28 04:41:10,38.6,urgent,110,,False
T-8657a9,A-86fc1d,2024-11-14 16:56:00,2024-11-16 10:14:44,41.3,medium,99,,False
T-3f9d52,A-86fc1d,2024-10-13 08:08:00,2024-10-15 16:28:09,56.3,low,63,,False
T-67b05b,A-86fc1d,2024-11-19 14:56:00,2024-11-22 02:12:36,59.3,low,50,,False
T-ef9de4,A-86fc1d,2024-09-10 18:30:00,2024-09-13 18:30:00,72.0,high,133,3.0,False
T-f8996a,A-86fc1d,2024-08-15 11:21:00,2024-08-16 18:23:25,31.0,low,180,,True
T-ac4429,A-86fc1d,2024-09-23 14:59:00,2024-09-25 13:34:50,46.6,low,112,,False
T-190662,A-86fc1d,2024-09-18 10:34:00,2024-09-20 09:44:57,47.2,medium,180,3.0,False
T-49bb5c,A-1d5444,2024-03-05 19:05:00,2024-03-06 06:55:22,11.8,high,72,,False
T-8d6670,A-1d5444,2024-06-21 16:58:00,2024-06-22 04:32:14,11.6,low,21,,False
T-cfcf43,A-b07346,2024-11-01 10:50:00,2024-11-03 09:29:29,46.7,medium,41,,False
T-779ea7,A-b07346,2024-10-20 08:25:00,2024-10-21 20:16:04,35.9,low,54,5.0,False
T-6a1b62,A-b07346,2024-12-15 18:19:00,2024-12-16 12:34:42,18.3,urgent,47,3.0,False
T-d6937b,A-65a46c,2023-11-08 15:26:00,2023-11-09 17:04:17,25.6,low,76,,False
T-348397,A-65a46c,2024-03-26 16:36:00,2024-03-29 00:11:17,55.6,urgent,54,1.0,True
T-0c3886,A-2ebb4b,2023-12-28 15:55:00,2023-12-30 18:12:19,50.3,medium,68,5.0,False
T-1c24eb,A-2ebb4b,2024-08-02 08:57:00,2024-08-03 03:28:41,18.5,medium,54,4.0,False
T-83215f,A-2ebb4b,2024-11-25 18:49:00,2024-11-27 09:33:59,38.7,urgent,48,2.0,False
T-a03c93,A-2ebb4b,2023-08-27 18:07:00,2023-08-28 15:56:59,21.8,medium,65,3.0,False
T-46156e,A-2ebb4b,2024-02-02 08:59:00,2024-02-03 13:51:41,28.9,high,2,4.0,False
T-e9b2bf,A-94d3da,2023-05-06 16:03:00,2023-05-08 05:08:15,37.1,medium,132,,False
T-f8eb11,A-94d3da,2024-08-10 16:43:00,2024-08-13 16:43:00,72.0,medium,180,,False
T-eb64ea,A-94d3da,2024-10-14 19:01:00,2024-10-16 12:13:27,41.2,medium,180,3.0,False
T-fd2f30,A-94d3da,2024-06-17 19:54:00,2024-06-18 22:05:42,26.2,high,97,2.0,False
T-eb4437,A-94d3da,2024-03-11 07:21:00,2024-03-12 19:52:15,36.5,urgent,109,,False
T-9e96dd,A-c9bb3e,2024-05-07 17:21:00,2024-05-08 07:47:06,14.4,urgent,51,,False
T-7097aa,A-c9bb3e,2024-04-20 16:46:00,2024-04-22 05:31:50,36.8,urgent,36,2.0,True
T-5bf828,A-c9bb3e,2024-04-25 07:43:00,2024-04-28 07:43:00,72.0,medium,180,4.0,False
T-d7e7dc,A-139c3b,2024-11-27 14:48:00,2024-11-28 02:52:39,12.1,medium,108,,False
T-ba5908,A-139c3b,2024-12-11 12:52:00,2024-12-12 11:26:30,22.6,medium,29,5.0,False
T-c80a60,A-139c3b,2024-12-02 09:37:00,2024-12-03 11:28:02,25.9,high,23,,False
T-cd00fa,A-443f6f,2024-12-27 09:30:00,2024-12-29 00:29:32,39.0,medium,33,,False
T-1e62d7,A-13466a,2023-12-11 08:05:00,2023-12-14 08:05:00,72.0,low,58,,False
T-92fde3,A-13466a,2023-11-04 20:09:00,2023-11-05 09:10:18,13.0,high,32,,False
T-8e6882,A-13466a,2024-04-02 10:20:00,2024-04-02 21:09:53,10.8,urgent,37,,False
T-c901f8,A-fd7ad3,2024-11-10 14:18:00,2024-11-13 02:31:42,60.2,low,44,4.0,False
T-9ff8f2,A-fd7ad3,2024-11-28 18:42:00,2024-11-29 23:35:13,28.9,high,112,,False
T-acb318,A-fd7ad3,2024-11-03 16:31:00,2024-11-04 15:06:40,22.6,low,66,,True
T-fbd148,A-fd7ad3,2024-12-21 14:38:00,2024-12-22 18:42:53,28.1,urgent,37,2.0,False
T-d604ec,A-fd7ad3,2024-11-28 13:58:00,2024-12-01 01:29:58,59.5,low,77,3.0,False
T-12f1c1,A-fd7ad3,2024-11-21 20:39:00,2024-11-24 01:20:18,52.7,high,18,3.0,True
T-de31c7,A-fd7ad3,2024-11-11 16:22:00,2024-11-12 18:58:52,26.6,low,61,,False
T-0b32b4,A-1b7577,2024-11-15 12:13:00,2024-11-16 12:53:25,24.7,high,118,5.0,False
T-6f5e2f,A-1b7577,2024-11-17 10:07:00,2024-11-19 00:34:38,38.5,high,55,3.0,False
T-58a80c,A-1b7577,2024-12-10 11:53:00,2024-12-11 14:07:16,26.2,high,43,3.0,False
T-752b5c,A-1b7577,2024-11-07 20:27:00,2024-11-08 16:49:15,20.4,urgent,68,4.0,False
T-49bb10,A-1b7577,2024-11-06 15:35:00,2024-11-08 10:34:11,43.0,low,35,4.0,False
T-88367d,A-1b7577,2024-12-11 15:09:00,2024-12-13 00:55:49,33.8,low,134,4.0,True
T-8e1320,A-1b7577,2024-12-13 20:44:00,2024-12-15 01:27:23,28.7,urgent,63,,False
T-3a0ca9,A-fd9422,2024-04-25 18:31:00,2024-04-27 09:21:13,38.8,low,94,3.0,False
T-f7fbaa,A-fd9422,2024-05-10 09:52:00,2024-05-11 13:44:57,27.9,medium,37,3.0,False
T-1dc1b8,A-fd9422,2024-04-19 12:57:00,2024-04-21 15:58:35,51.0,medium,77,4.0,False
T-6afb7a,A-fd9422,2024-09-13 12:10:00,2024-09-14 09:00:03,20.8,urgent,140,5.0,False
T-639c34,A-883b7d,2024-12-05 15:28:00,2024-12-06 08:44:30,17.3,urgent,106,4.0,False
T-ad5010,A-2446e3,2024-11-14 07:52:00,2024-11-16 14:40:02,54.8,urgent,62,3.0,False
T-7eaf86,A-2446e3,2024-10-03 13:44:00,2024-10-04 20:22:34,30.6,high,52,3.0,False
T-bf949d,A-2446e3,2024-05-11 13:45:00,2024-05-12 05:32:50,15.8,low,29,3.0,False
T-50379f,A-2446e3,2024-03-29 13:19:00,2024-03-30 08:47:28,19.5,medium,74,,False
T-45e5cc,A-2446e3,2024-11-22 14:11:00,2024-11-24 08:48:56,42.6,high,115,,False
T-3646a8,A-2446e3,2024-01-25 09:43:00,2024-01-26 10:50:40,25.1,low,60,5.0,True
T-8c2706,A-f19b24,2023-02-14 12:25:00,2023-02-15 09:10:56,20.8,low,180,2.0,False
T-a27852,A-f19b24,2023-02-08 20:37:00,2023-02-10 10:49:27,38.2,high,126,1.0,False
T-7e9109,A-f19b24,2023-02-07 15:15:00,2023-02-09 23:59:05,56.7,low,180,,False
T-77ed18,A-f19b24,2023-01-13 11:44:00,2023-01-16 11:44:00,72.0,high,180,1.0,False
T-48150a,A-0f3e88,2023-12-03 15:18:00,2023-12-04 18:24:23,27.1,high,17,4.0,False
T-7e41eb,A-0f3e88,2023-11-29 18:44:00,2023-11-30 19:16:32,24.5,urgent,66,,False
T-e6ec48,A-0f3e88,2024-05-03 15:02:00,2024-05-06 15:02:00,72.0,high,139,,False
T-9e6a30,A-9123ac,2024-10-24 17:41:00,2024-10-25 06:13:11,12.5,urgent,50,3.0,False
T-d2954c,A-d49cc5,2023-11-21 17:20:00,2023-11-22 22:46:38,29.4,low,77,,False
T-1f2489,A-d49cc5,2024-02-28 14:33:00,2024-02-28 20:12:33,5.7,low,53,4.0,False
T-102f63,A-410e86,2024-12-26 13:40:00,2024-12-27 15:01:37,25.4,urgent,56,5.0,False
T-1386d1,A-4437e4,2023-09-17 15:21:00,2023-09-18 09:13:13,17.9,low,69,2.0,False
T-0312f4,A-4437e4,2024-01-11 17:43:00,2024-01-14 12:55:39,67.2,urgent,115,4.0,False
T-ab3f8e,A-4437e4,2023-11-12 20:28:00,2023-11-13 15:07:51,18.7,high,155,,False
T-03b446,A-7e0a10,2023-11-21 15:38:00,2023-11-24 07:18:13,63.7,low,33,5.0,False
T-f87b51,A-c42f1f,2024-08-15 20:51:00,2024-08-18 17:36:56,68.8,urgent,55,4.0,False
T-139eff,A-c42f1f,2024-08-08 17:01:00,2024-08-11 17:01:00,72.0,urgent,73,3.0,True
T-a950b6,A-c42f1f,2024-10-12 20:09:00,2024-10-14 06:01:17,33.9,high,18,,False
T-4f6fce,A-c42f1f,2024-08-27 17:15:00,2024-08-29 11:32:04,42.3,urgent,36,3.0,False
T-7f4d3e,A-c42f1f,2024-10-13 15:23:00,2024-10-16 15:23:00,72.0,low,94,,False
T-17caf2,A-c42f1f,2024-10-01 07:36:00,2024-10-03 15:03:50,55.5,urgent,157,3.0,False
T-f6b07f,A-c42f1f,2024-08-23 16:11:00,2024-08-24 21:53:18,29.7,medium,69,,False
T-fe65e7,A-1f559b,2024-03-10 18:44:00,2024-03-13 00:58:21,54.2,medium,69,,False
T-ec127f,A-1f559b,2024-09-14 16:40:00,2024-09-15 06:26:33,13.8,high,61,4.0,False
T-1d2e73,A-1f559b,2023-09-26 15:31:00,2023-09-27 01:37:54,10.1,urgent,30,,False
T-ba1669,A-40906c,2024-08-06 17:35:00,2024-08-07 22:29:47,28.9,high,180,,False
T-b5b306,A-40906c,2024-05-13 13:41:00,2024-05-16 00:51:24,59.2,low,33,4.0,True
T-5f171e,A-40906c,2024-05-10 14:18:00,2024-05-11 06:21:20,16.1,low,119,,False
T-d56514,A-40906c,2024-06-07 15:31:00,2024-06-09 18:35:46,51.1,high,119,3.0,False
T-edf8ad,A-40906c,2024-08-07 07:24:00,2024-08-09 12:28:08,53.1,low,163,,False
T-181397,A-56962b,2024-12-05 12:09:00,2024-12-07 19:31:45,55.4,high,122,2.0,False
T-e32d8d,A-56962b,2024-09-10 11:46:00,2024-09-10 20:06:03,8.3,low,80,4.0,False
T-4f41af,A-56962b,2024-10-18 13:30:00,2024-10-19 04:12:03,14.7,medium,58,,False
T-04196a,A-378b99,2024-09-04 16:39:00,2024-09-05 22:33:42,29.9,high,169,1.0,False
T-03ddf0,A-378b99,2024-09-24 07:19:00,2024-09-26 01:08:22,41.8,low,138,,False
T-a750fc,A-378b99,2024-10-19 08:35:00,2024-10-21 00:43:10,40.1,urgent,88,2.0,False
T-11a9fb,A-378b99,2024-10-26 19:17:00,2024-10-28 07:27:25,36.2,high,180,2.0,True
T-ff6328,A-378b99,2024-09-17 09:56:00,2024-09-19 02:22:19,40.4,high,57,4.0,False
T-799b2f,A-378b99,2024-10-10 15:13:00,2024-10-11 04:30:20,13.3,medium,86,2.0,True
T-9aeac5,A-378b99,2024-09-28 13:21:00,2024-09-30 02:17:18,36.9,medium,125,2.0,False
T-41cc3d,A-378b99,2024-09-10 19:55:00,2024-09-13 19:55:00,72.0,urgent,36,,False
T-9bb8af,A-3ce5b8,2024-11-04 20:19:00,2024-11-06 06:06:30,33.8,low,107,,False
T-ebdc19,A-3ce5b8,2024-12-02 18:57:00,2024-12-04 14:21:48,43.4,medium,72,,False
T-d1fb6c,A-3ce5b8,2024-09-19 08:14:00,2024-09-21 18:50:51,58.6,low,64,4.0,False
T-997d21,A-3ce5b8,2024-11-28 13:59:00,2024-11-29 12:26:28,22.5,medium,13,4.0,False
T-fd5799,A-039727,2024-12-13 10:23:00,2024-12-13 23:09:00,12.8,high,107,4.0,False
T-8e8b1a,A-039727,2024-11-09 13:16:00,2024-11-10 10:48:40,21.5,urgent,158,4.0,False
T-f5c255,A-7f4db3,2024-03-13 09:14:00,2024-03-15 12:18:33,51.1,low,64,,True
T-41d801,A-22d9d2,2024-10-03 18:56:00,2024-10-04 22:32:36,27.6,high,45,2.0,False
T-41cd78,A-22d9d2,2024-05-24 13:55:00,2024-05-26 21:08:36,55.2,low,51,2.0,False
T-55aff4,A-22d9d2,2024-06-15 19:08:00,2024-06-18 19:08:00,72.0,urgent,67,,True
T-9e0764,A-22d9d2,2024-12-27 16:04:00,2024-12-29 12:21:35,44.3,high,69,2.0,False
T-a15569,A-22d9d2,2024-11-24 07:02:00,2024-11-26 09:33:51,50.5,high,169,3.0,False
T-408799,A-22d9d2,2024-08-05 15:43:00,2024-08-07 17:17:45,49.6,urgent,91,3.0,True
T-8d0457,A-22d9d2,2024-04-14 11:51:00,2024-04-16 04:22:16,40.5,medium,90,,False
T-9b1e69,A-22d9d2,2024-09-26 09:43:00,2024-09-27 09:16:13,23.6,urgent,150,2.0,False
T-d2fd05,A-5a184f,2023-08-28 17:17:00,2023-08-31 00:26:40,55.2,urgent,41,4.0,False
T-7539a4,A-5a184f,2024-06-27 16:19:00,2024-06-29 08:29:19,40.2,low,67,,False
T-502220,A-0f6450,2024-12-27 08:00:00,2024-12-28 08:55:55,24.9,medium,77,2.0,False
T-8cb39a,A-0f6450,2024-12-28 09:34:00,2024-12-29 17:34:28,32.0,medium,129,,False
T-3b8ee0,A-1ac5e0,2024-12-01 11:00:00,2024-12-01 20:32:27,9.5,urgent,44,5.0,False
T-0ec72d,A-b44e3e,2024-06-16 09:08:00,2024-06-17 18:09:24,33.0,medium,125,2.0,False
T-bfb241,A-b44e3e,2024-11-30 13:26:00,2024-12-01 03:50:24,14.4,urgent,152,2.0,False
T-351de5,A-b44e3e,2024-06-22 13:48:00,2024-06-25 00:25:50,58.6,medium,59,3.0,False
T-c003a1,A-b44e3e,2024-04-14 17:09:00,2024-04-16 05:56:37,36.8,high,92,,False
T-113b2a,A-b44e3e,2024-07-08 08:08:00,2024-07-09 23:33:35,39.4,medium,148,2.0,True
T-9ceaa8,A-b44e3e,2024-07-10 09:36:00,2024-07-11 15:05:12,29.5,high,150,4.0,False
T-0f9ab4,A-8ed5dd,2023-08-16 17:42:00,2023-08-17 14:20:14,20.6,urgent,31,,False
T-8bd1bc,A-8ed5dd,2024-04-07 16:32:00,2024-04-08 19:28:42,26.9,urgent,67,,False
T-5c253b,A-8ed5dd,2024-02-29 19:02:00,2024-02-29 21:30:17,2.5,medium,21,,False
T-57f624,A-8ed5dd,2023-12-18 08:15:00,2023-12-19 04:27:37,20.2,medium,13,,False
T-3e180e,A-fda07f,2024-09-23 07:38:00,2024-09-25 03:35:42,44.0,low,157,4.0,True
T-4ead5b,A-fda07f,2024-08-18 07:46:00,2024-08-20 13:54:30,54.1,urgent,94,2.0,True
T-efa5ce,A-fda07f,2024-09-13 14:55:00,2024-09-14 23:08:29,32.2,urgent,21,4.0,False
T-e4846a,A-fda07f,2024-08-11 20:03:00,2024-08-14 20:03:00,72.0,medium,148,,False
T-c912c6,A-fda07f,2024-12-02 07:57:00,2024-12-04 01:10:28,41.2,medium,126,2.0,True
T-f5cdf0,A-fda07f,2024-10-21 09:40:00,2024-10-24 09:40:00,72.0,urgent,158,3.0,False
T-8b073c,A-fda07f,2024-11-11 08:31:00,2024-11-14 00:16:30,63.8,urgent,27,,False
T-638dcb,A-fda07f,2024-09-29 17:43:00,2024-09-30 17:03:26,23.3,medium,134,2.0,False
T-69846a,A-fda07f,2024-10-14 18:39:00,2024-10-15 23:59:10,29.3,high,86,2.0,False
T-742b65,A-fda07f,2024-11-04 16:29:00,2024-11-06 23:20:56,54.9,urgent,99,3.0,False
T-e5cc72,A-fda07f,2024-12-06 20:44:00,2024-12-07 07:58:07,11.2,low,115,,True
T-be559a,A-940b8b,2024-05-17 15:48:00,2024-05-18 20:35:54,28.8,low,80,4.0,False
T-aa6a91,A-940b8b,2024-06-22 17:17:00,2024-06-23 14:32:48,21.3,low,42,,False
T-9e7078,A-5fe118,2024-12-10 17:25:00,2024-12-12 04:20:04,34.9,urgent,117,5.0,False
T-ed2000,A-5fe118,2024-12-09 13:04:00,2024-12-10 17:25:50,28.4,low,92,4.0,False
T-746838,A-5fe118,2024-12-27 17:26:00,2024-12-29 00:23:44,31.0,low,82,,False
T-388b1a,A-5fe118,2024-12-20 20:16:00,2024-12-21 04:54:40,8.6,medium,39,4.0,False
T-79b88f,A-5fe118,2024-12-25 11:55:00,2024-12-25 20:17:09,8.4,urgent,32,,False
T-972567,A-956988,2024-12-19 18:01:00,2024-12-20 10:52:55,16.9,medium,63,,False
T-f2f1a4,A-956988,2024-12-25 15:23:00,2024-12-26 08:10:33,16.8,low,66,4.0,False
T-b2ecc4,A-956988,2024-12-19 09:13:00,2024-12-20 06:43:03,21.5,high,34,5.0,False
T-477447,A-2f6a32,2024-09-07 13:03:00,2024-09-07 23:29:02,10.4,medium,43,,False
T-33c1ad,A-2f6a32,2024-10-05 10:11:00,2024-10-06 19:16:53,33.1,medium,165,4.0,False
T-514b0c,A-2f6a32,2024-10-31 09:11:00,2024-11-01 04:13:36,19.0,low,54,4.0,False
T-452632,A-08e34e,2024-10-07 10:54:00,2024-10-08 05:20:53,18.4,low,135,3.0,False
T-2933e0,A-08e34e,2024-12-14 17:23:00,2024-12-17 06:53:51,61.5,low,138,4.0,False
T-99dd4b,A-08e34e,2024-08-12 07:22:00,2024-08-13 15:13:23,31.9,urgent,86,,True
T-dab64c,A-8ae3fc,2024-07-11 07:31:00,2024-07-11 23:42:40,16.2,high,64,4.0,False
T-903679,A-8ae3fc,2024-12-21 17:42:00,2024-12-22 19:42:09,26.0,medium,81,,False
T-5da5c6,A-8ae3fc,2024-08-24 07:06:00,2024-08-24 16:41:30,9.6,low,37,2.0,False
T-e3e45f,A-31ab9a,2024-10-10 08:38:00,2024-10-11 03:39:12,19.0,urgent,80,4.0,False
T-797b65,A-31ab9a,2024-07-30 15:09:00,2024-07-31 00:52:37,9.7,high,102,4.0,False
T-0eb3fe,A-31ab9a,2024-10-26 14:45:00,2024-10-27 06:49:31,16.1,low,67,5.0,False
T-54f307,A-31ab9a,2024-06-19 10:23:00,2024-06-20 19:51:45,33.5,urgent,130,5.0,False
T-3b7aad,A-31ab9a,2024-07-15 09:36:00,2024-07-16 20:59:31,35.4,low,17,5.0,False
T-faf692,A-7cfe77,2024-09-09 18:09:00,2024-09-12 18:09:00,72.0,low,109,3.0,False
T-e7f6e2,A-7cfe77,2024-07-14 13:40:00,2024-07-16 22:33:08,56.9,low,105,2.0,False
T-2b95a0,A-7cfe77,2024-09-03 13:53:00,2024-09-04 20:51:19,31.0,urgent,75,,False
T-1f2e1b,A-7cfe77,2024-07-19 15:36:00,2024-07-22 15:36:00,72.0,high,121,,False
T-2db1c0,A-7cfe77,2024-07-21 16:38:00,2024-07-22 11:22:31,18.7,high,123,,False
T-d0faf5,A-7cfe77,2024-07-19 20:42:00,2024-07-20 10:20:37,13.6,medium,94,4.0,False
T-1e8b0b,A-7cfe77,2024-07-30 12:24:00,2024-07-31 10:09:00,21.8,medium,60,3.0,False
T-f951f1,A-5790f4,2024-12-29 07:54:00,2024-12-30 14:19:10,30.4,low,28,,False
T-0e2d61,A-5790f4,2024-12-28 07:51:00,2024-12-29 05:29:53,21.6,urgent,82,5.0,True
